Age,,o,_,Age,,o,_
23,43400.08,994984.1,7580.657,78,3340.278,24770.52,2448.540
24,41844.05,953116.1,7531.867,79,3055.301,21630.76,2276.593
25,40343.33,912749.4,7484.352,80,2780.308,18766.04,2104.731
26,38895.59,873830.9,7437.676,81,2515.266,16166.56,1933.270
27,37499.75,836309.0,7392.622,82,2260.720,13822.27,1763.118
28,36152.46,800134.4,7347.621,83,2017.694,11722.34,1595.690
29,34852.10,765260.3,7302.724,84,1787.752,9854.676,1432.983
30,33596.37,731641.6,7257.273,85,1571.947,8205.888,1276.535
31,32383.49,699235.4,7211.021,86,1370.081,6762.186,1126.642
32,31212.09,668000.3,7164.078,87,1181.913,5509.994,983.5530
33,30081.12,637895.9,7116.865,88,1008.238,4435.453,848.5618
34,28988.66,608883.7,7068.845,89,849.7162,3523.994,722.8525
35,27934.06,580926.0,7020.723,90,706.7153,2760.541,607.3358
36,26915.23,553986.7,6971.709,91,578.9096,2130.008,502.2293
37,25931.05,528031.2,6921.922,92,466.0857,1617.569,407.8533
38,24980.67,503025.9,6871.741,93,368.5322,1208.358,325.0314
39,24062.52,478938.3,6820.741,94,286.1572,887.4159,254.2103
40,23175.83,455737.2,6769.287,95,218.2334,640.1924,195.1864
41,22319.59,433392.2,6717.471,96,163.2353,453.2498,146.9183
42,21492.38,411874.0,6664.921,97,119.5640,314.6862,108.2353
43,20692.88,391154.8,6611.305,98,85.76031,214.1014,78.05265
44,19919.82,371208.0,6556.331,99,60.28330,142.5697,55.15079
45,19171.22,352008.5,6498.914,100,41.45095,92.74993,38.11195
46,18446.27,333532.9,6439.091,101,27.84443,58.82243,25.72682
47,17743.25,315758.6,6375.939,102,18.22528,36.27136,16.91951
48,17061.68,298664.4,6309.762,103,11.59709,21.67683,10.81672
49,16400.58,282229.7,6240.306,104,7.176353,12.49160,6.726655
50,15759.53,266434.6,6167.880,105,4.268386,6.893920,4.020205
51,15137.46,251260.0,6092.103,106,2.472038,3.597869,2.342515
52,14532.92,236687.8,6012.162,107,1.363507,1.723047,1.301477
53,13945.21,222701.2,5927.970,108,.7238696,.7030486,.6985599
54,13373.54,209284.1,5839.316,109,.3599445,.1737184,.3536907
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,100000.0,2413737,8277.994,55,11527.49,172602.3,4968.599
1,95437.38,2317849,7359.127,56,11019.64,161539.7,4881.130
2,91876.70,2225939,7291.032,57,10526.61,150968.3,4789.810
3,88470.28,2137447,7247.298,58,10047.32,140874.0,4694.102
4,85199.61,2052231,7214.820,59,9580.813,131243.9,4593.546
5,82055.65,1970163,7189.451,60,9126.680,122065.5,4488.190
6,79030.10,1891122,7167.454,61,8684.938,113326.8,4378.522
7,76118.42,1814995,7148.618,62,8255.882,105015.3,4265.300
8,73314.74,1741671,7131.227,63,7839.254,97118.87,4148.737
9,70616.47,1671048,7116.658,64,7434.437,89625.51,4028.668
10,68019.58,1603022,7104.728,65,7041.139,82523.81,3905.234
11,65518.84,1537498,7093.910,66,6659.423,75802.41,3778.931
12,63110.04,1474383,7083.489,67,6289.479,69449.86,3650.385
13,60786.73,1413590,7070.311,68,5930.651,63454.92,3519.364
14,58542.41,1355038,7050.967,69,5582.267,57807.02,3385.601
15,56372.95,1298652,7024.177,70,5243.507,52496.31,3248.647
16,54275.06,1244360,6989.391,71,4913.786,47513.64,3108.267
17,52247.80,1192092,6948.310,72,4592.926,42850.23,2964.617
18,50290.09,1141779,6902.485,73,4280.892,38497.39,2817.991
19,48402.26,1093354,6854.826,74,3978.460,34446.08,2669.509
20,46583.35,1046747,6806.978,75,3686.274,30686.53,2520.186
21,44831.38,1001892,6759.485,76,3404.803,27208.47,2370.882
22,43143.05,958725.4,6711.488,77,3134.020,24001.38,2221.968
23,41516.99,917185.1,6663.951,78,2873.757,21054.86,2073.672
24,39951.34,877210.9,6617.322,79,2623.516,18358.82,1925.881
25,38444.29,838744.4,6571.999,80,2382.786,15903.70,1778.446
26,36993.28,801729.3,6527.563,81,2151.486,13680.18,1631.639
27,35596.98,766111.3,6484.753,82,1930.029,11678.80,1486.234
28,34251.94,731838.4,6442.076,83,1719.233,9889.498,1343.432
29,32956.31,698861.3,6399.579,84,1520.369,8301.166,1204.925
30,31707.68,667132.5,6356.641,85,1334.265,6901.679,1072.001
31,30504.10,636607.0,6313.030,86,1160.681,5678.629,944.8927
32,29344.02,607241.3,6268.853,87,999.3426,4619.863,823.7878
33,28226.25,578993.3,6224.508,88,850.8529,3713.058,709.7567
34,27148.75,551822.5,6179.492,89,715.6945,2945.358,603.7709
35,26110.68,525689.7,6134.467,90,594.1015,2303.561,506.5662
36,25109.88,500557.4,6088.695,91,485.7237,1774.523,418.2918
37,24145.09,476389.5,6042.292,92,390.3074,1345.398,339.1823
38,23215.36,453151.3,5995.611,93,308.0200,1003.379,269.8916
39,22319.00,430809.0,5948.260,94,238.7100,735.6519,210.7552
40,21455.14,409330.5,5900.579,95,181.6977,529.8175,161.5646
41,20622.66,388684.3,5852.656,96,135.6453,374.4719,121.4153
42,19820.08,368840.4,5804.147,97,99.16390,259.5503,89.30099
43,19046.02,349770.2,5754.750,98,70.99074,176.2881,64.29179
44,18299.15,331446.2,5704.199,99,49.80521,117.1895,45.35201
45,17577.53,313842.8,5651.503,100,34.18020,76.10849,31.28808
46,16880.26,296935.7,5596.705,101,22.91611,48.18598,21.08505
47,16205.63,280701.7,5538.969,102,14.97060,29.66209,13.84344
48,15553.11,265119.0,5478.584,103,9.507718,17.69696,8.835234
49,14921.65,250166.3,5415.330,104,5.872102,10.18108,5.485221
50,14310.78,235823.2,5349.497,105,3.485908,5.609560,3.272745
51,13719.41,222070.1,5280.751,106,2.014976,2.922925,1.903905
52,13146.13,208888.4,5208.367,107,1.109263,1.397689,1.056151
53,12590.20,196260.9,5132.282,108,.5877596,.5694824,.5661193
54,12050.81,184170.8,5052.318,109,.2917006,.1405109,.2863612
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,100000.0,2313423,7463.079,55,10369.44,151753.9,4299.285
1,95253.85,2217719,6545.079,56,9893.551,141821.8,4220.677
2,91523.67,2126162,6477.179,57,9432.725,132349.0,4138.766
3,87960.86,2038180,6433.654,58,8985.926,123321.0,4053.085
4,84546.12,1953618,6401.394,59,8552.227,114724.8,3963.236
5,81269.69,1872336,6376.243,60,8131.182,106547.5,3869.280
6,78122.59,1794203,6354.477,61,7722.744,98776.94,3771.666
7,75099.64,1719094,6335.875,62,7327.104,91400.53,3671.083
8,72194.38,1646891,6318.733,63,6943.967,84405.90,3567.731
9,69403.63,1577481,6304.400,64,6572.718,77781.09,3461.474
10,66722.77,1510752,6292.685,65,6213.036,71514.62,3352.451
11,64146.12,1446601,6282.084,66,5864.912,65595.12,3241.108
12,61668.97,1384927,6271.891,67,5528.453,60011.23,3128.004
13,59284.47,1325636,6259.027,68,5203.018,54751.81,3012.946
14,56985.82,1268641,6240.178,69,4887.960,49806.38,2895.704
15,54768.51,1213860,6214.125,70,4582.504,45165.14,2775.898
16,52628.93,1161214,6180.360,71,4286.089,40818.97,2653.330
17,50565.72,1110629,6140.564,72,3998.513,36759.10,2528.149
18,48577.45,1062030,6096.256,73,3719.695,32976.89,2400.619
19,46664.00,1015343,6050.263,74,3450.261,29463.44,2271.724
20,44824.04,970496.7,6004.177,75,3190.720,26209.30,2142.348
21,43055.28,927419.0,5958.521,76,2941.421,23204.59,2013.237
22,41354.16,886042.3,5912.468,77,2702.284,20439.31,1884.711
23,39718.99,846301.0,5866.946,78,2473.108,17903.58,1756.965
24,38147.64,808131.5,5822.378,79,2253.413,15587.88,1629.898
25,36638.03,771472.3,5779.142,80,2042.708,13483.15,1503.382
26,35187.40,736264.1,5736.834,81,1840.872,11580.64,1377.646
27,33794.15,702450.0,5696.152,82,1648.211,9871.503,1253.351
28,32454.69,669975.5,5655.675,83,1465.372,8346.408,1131.516
29,31167.00,638788.8,5615.446,84,1293.380,6995.212,1013.572
30,29928.49,608840.4,5574.877,85,1132.879,5806.956,900.6004
31,28737.08,580083.2,5533.752,86,983.5987,4770.503,792.7786
32,27591.04,552471.7,5492.174,87,845.2470,3874.996,690.2471
33,26489.01,525962.3,5450.517,88,718.2700,3109.492,593.8903
34,25428.82,500512.8,5408.311,89,603.0106,2462.665,504.5040
35,24409.48,476082.7,5366.179,90,499.5994,1922.956,422.6812
36,23428.75,452633.0,5323.429,91,407.6755,1478.926,348.5184
37,22485.23,430126.5,5280.173,92,326.9611,1119.448,282.1832
38,21577.84,408527.4,5236.743,93,257.5326,833.4887,224.1930
39,20704.81,387801.0,5192.773,94,199.1993,610.0753,174.7963
40,19865.15,367914.2,5148.583,95,151.3320,438.6404,133.7864
41,19057.65,348834.8,5104.253,96,112.7587,309.5053,100.3785
42,18280.75,330532.1,5059.468,97,82.27407,214.1574,73.70777
43,17533.02,312976.8,5013.950,98,58.78616,145.2095,52.97778
44,16813.09,296140.9,4967.458,99,41.16349,96.36514,37.30889
45,16119.02,279998.2,4919.088,100,28.19526,62.47737,25.69616
46,15449.83,264523.7,4868.884,101,18.86715,39.48839,17.28762
47,14803.85,249694.0,4816.091,102,12.30180,24.26674,11.33113
48,14180.44,235486.5,4760.981,103,7.797758,14.45353,7.219617
49,13578.55,221879.8,4703.363,104,4.806745,8.301238,4.474695
50,12997.62,208852.8,4643.513,105,2.847983,4.566311,2.665331
51,12436.56,196385.7,4581.134,106,1.643067,2.375555,1.548045
52,11893.96,184459.6,4515.581,107,.9027842,1.134227,.8574151
53,11369.08,173056.8,4446.807,108,.4774339,.4614788,.4589748
54,10861.08,162160.3,4374.667,109,.2364912,.1136977,.2319433
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,100000.0,2220192,6751.941,55,9329.632,133495.0,3722.842
1,95071.02,2124672,5834.805,56,8884.376,124576.0,3652.183
2,91172.67,2033466,5767.100,57,8454.298,116085.7,3578.697
3,87455.33,1945989,5723.782,58,8038.385,108009.8,3501.974
4,83898.88,1862075,5691.737,59,7635.734,100334.7,3421.676
5,80492.74,1781570,5666.802,60,7245.876,93047.81,3337.868
6,77227.21,1704332,5645.265,61,6868.698,86136.55,3250.963
7,74096.41,1630227,5626.893,62,6504.304,79588.48,3161.588
8,71093.25,1559125,5609.996,63,6152.360,73391.23,3069.928
9,68213.88,1490904,5595.895,64,5812.256,67532.92,2975.873
10,65453.11,1425446,5584.393,65,5483.643,62002.10,2879.555
11,62804.71,1362636,5574.003,66,5166.453,56787.57,2781.375
12,60263.47,1302367,5564.032,67,4860.716,51878.11,2681.835
13,57822.12,1244539,5551.473,68,4565.807,47262.81,2580.769
14,55473.49,1189057,5533.106,69,4281.100,42931.37,2477.983
15,53212.70,1135832,5507.768,70,4005.865,38874.17,2373.149
16,51035.75,1084780,5474.994,71,3739.558,35082.19,2266.106
17,48940.88,1035820,5436.438,72,3481.955,31546.80,2156.989
18,46926.25,988872.8,5393.595,73,3232.940,28259.53,2046.040
19,44991.32,943859.8,5349.207,74,2993.008,25211.71,1934.116
20,43134.37,900703.7,5304.815,75,2762.550,22394.25,1821.992
21,41352.76,859329.4,5260.921,76,2541.817,19797.74,1710.312
22,39642.67,819665.1,5216.731,77,2330.686,17412.72,1599.352
23,38002.08,781641.7,5173.134,78,2128.931,15229.88,1489.276
24,36428.61,745192.2,5130.533,79,1936.087,13240.28,1379.995
25,34919.87,710252.1,5089.284,80,1751.684,11435.41,1271.397
26,33472.90,676759.5,5048.997,81,1575.574,9807.083,1163.677
27,32085.83,644654.7,5010.334,82,1407.971,8347.063,1057.394
28,30754.94,613881.0,4971.939,83,1249.379,7046.764,953.4153
29,29478.00,584384.3,4933.853,84,1100.622,5896.942,852.9506
30,28252.28,556113.3,4895.519,85,962.1906,4887.717,756.9065
31,27075.52,529018.8,4856.734,86,833.7989,4009.114,665.4161
32,25945.85,503053.8,4817.596,87,715.1425,3251.448,578.5817
33,24861.72,478172.9,4778.460,88,606.5440,2605.017,497.1333
34,23820.86,454332.6,4738.885,89,508.2357,2059.851,421.7219
35,22822.09,431491.2,4699.453,90,420.2694,1605.841,352.8241
36,21863.08,409608.6,4659.522,91,342.2836,1233.035,290.4961
37,20942.35,388646.5,4619.195,92,273.9890,931.7968,234.8536
38,20058.64,368568.1,4578.782,93,215.3946,692.6268,186.3043
39,19210.14,349337.9,4537.947,94,166.2862,506.1273,145.0288
40,18395.72,330922.2,4496.985,95,126.0854,363.2928,110.8271
41,17614.07,313288.0,4455.973,96,93.76690,255.9078,83.01877
42,16863.59,296404.2,4414.619,97,68.28545,176.7713,60.86105
43,16142.78,280240.8,4372.669,98,48.69741,119.6561,43.67186
44,15450.23,264769.7,4329.905,99,34.03366,79.27200,30.70423
45,14783.98,249963.9,4285.497,100,23.26688,51.30763,21.11196
46,14143.03,235798.4,4239.494,101,15.53939,32.37341,14.17971
47,13525.67,222249.1,4191.212,102,10.11258,19.86060,9.278434
48,12931.22,209293.2,4140.908,103,6.397771,11.80922,5.901783
49,12358.59,196908.9,4088.415,104,3.936186,6.771184,3.651796
50,11807.15,185075.1,4033.993,105,2.327703,3.718568,2.171523
51,11275.79,173771.6,3977.381,106,1.340328,1.931464,1.259206
52,10763.14,162979.4,3918.002,107,.7350304,.9207974,.6963569
53,10268.41,152680.5,3855.826,108,.3879719,.3741097,.3722593
54,9790.762,142857.9,3790.731,109,.1918084,.09203857,.1879428
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,100000.0,2133399,6130.424,55,8395.791,117494.8,3226.018
1,94888.89,2038062,5214.148,56,7979.786,109484.0,3162.492
2,90823.68,1947206,5146.636,57,7578.951,101872.8,3096.550
3,86953.68,1860231,5103.525,58,7192.297,94646.84,3027.836
4,83257.82,1776957,5071.694,59,6818.939,87792.78,2956.057
5,79724.68,1697221,5046.973,60,6458.387,81297.81,2881.284
6,76343.78,1620866,5025.661,61,6110.474,75149.48,2803.897
7,73108.48,1547749,5007.516,62,5775.219,69335.40,2724.462
8,70010.98,1477730,4990.860,63,5452.260,63843.36,2643.153
9,67046.75,1410676,4976.987,64,5140.991,58661.63,2559.879
10,64209.97,1346461,4965.691,65,4841.038,53778.95,2474.764
11,61493.84,1284962,4955.509,66,4552.281,49184.30,2388.171
12,58892.60,1226065,4945.755,67,4274.684,44866.75,2300.547
13,56398.54,1169660,4933.493,68,4007.638,40815.67,2211.749
14,54004.08,1115647,4915.595,69,3750.538,37021.03,2121.613
15,51703.93,1063931,4890.952,70,3502.690,33473.45,2029.858
16,49493.71,1014422,4859.137,71,3263.570,30164.13,1936.348
17,47371.22,967032.6,4821.781,72,3032.934,27084.65,1841.210
18,45334.19,921678.1,4780.350,73,2810.636,24226.78,1744.658
19,43381.63,878275.5,4737.509,74,2597.061,21582.16,1647.446
20,41511.44,836743.2,4694.745,75,2392.499,19142.11,1550.246
21,39720.63,797001.9,4652.542,76,2197.116,16897.72,1453.617
22,38005.08,758976.1,4610.137,77,2010.757,14840.08,1357.794
23,36362.48,722593.2,4568.379,78,1833.178,12960.48,1262.917
24,34790.11,687783.1,4527.655,79,1663.931,11250.56,1168.906
25,33285.35,654478.5,4488.298,80,1502.566,9702.375,1075.661
26,31844.98,622614.8,4449.933,81,1348.912,8308.300,983.3471
27,30466.90,592129.9,4413.185,82,1203.111,7060.713,892.4400
28,29147.21,562964.9,4376.761,83,1065.549,5951.736,803.6731
29,27883.50,535063.7,4340.700,84,936.8818,4972.974,718.0709
30,26672.89,508373.1,4304.474,85,817.4757,4115.538,636.3920
31,25512.95,482842.2,4267.891,86,707.0372,3370.508,558.7348
32,24401.64,458422.6,4231.047,87,605.2583,2729.260,485.1709
33,23337.24,435067.4,4194.274,88,512.3629,2183.204,416.3020
34,22317.36,412731.8,4157.161,89,428.4970,1723.571,352.6599
35,21340.67,391373.1,4120.253,90,353.6532,1341.525,294.6261
36,20404.75,370950.1,4082.948,91,287.4770,1028.412,242.2268
37,19507.99,351423.7,4045.346,92,229.6770,775.8934,195.5377
38,18649.01,332756.3,4007.737,93,180.2131,575.7883,154.8784
39,17825.93,314911.8,3969.807,94,138.8593,420.0497,120.3771
40,17037.49,297855.8,3931.832,95,105.0874,301.0025,91.84327
41,16282.30,281554.9,3893.884,96,78.00145,211.6726,68.68786
42,15558.70,265977.5,3855.693,97,56.69549,145.9678,50.27291
43,14865.14,251093.4,3817.025,98,40.35464,98.63750,36.01459
44,14200.14,236874.1,3777.682,99,28.14903,65.23605,25.27864
45,13561.77,223292.3,3736.906,100,19.20703,42.15121,17.35237
46,12948.95,210322.8,3694.746,101,12.80334,26.55077,11.63511
47,12359.99,197941.2,3650.581,102,8.316075,16.26086,7.600597
48,11794.14,186124.6,3604.655,103,5.251125,9.652506,4.826415
49,11250.26,174850.9,3556.824,104,3.224530,5.525334,2.981416
50,10727.68,164099.0,3507.329,105,1.903206,3.029416,1.769911
51,10225.28,153848.6,3455.941,106,1.093796,1.571021,1.024671
52,9741.690,144080.6,3402.144,107,.5986843,.7478296,.5657798
53,9276.108,134777.0,3345.922,108,.3153988,.3034040,.3020491
54,8827.676,125920.5,3287.172,109,.1556304,.07453566,.1523509
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,100000.0,2052470,5586.391,55,7556.947,103466.1,2797.505
1,94707.46,1957315,4670.972,56,7168.773,96269.44,2740.379
2,90476.70,1866805,4603.652,57,6795.658,89444.85,2681.195
3,86455.85,1780328,4560.745,58,6436.634,82978.13,2619.640
4,82622.87,1697690,4529.126,59,6090.835,76855.93,2555.462
5,78965.40,1618713,4504.617,60,5757.752,71065.56,2488.736
6,75472.12,1543230,4483.528,61,5437.166,65594.71,2419.809
7,72135.56,1471086,4465.607,62,5129.026,60431.17,2349.193
8,68947.20,1402131,4449.188,63,4832.945,55562.96,2277.049
9,65901.77,1336222,4435.538,64,4548.319,50978.60,2203.303
10,62992.76,1273224,4424.446,65,4274.757,46667.07,2128.071
11,60212.77,1213007,4414.466,66,4012.091,42617.65,2051.679
12,57555.46,1155446,4404.924,67,3760.231,38819.70,1974.525
13,55012.64,1100428,4392.952,68,3518.583,35262.98,1896.486
14,52576.29,1047843,4375.510,69,3286.562,31937.77,1817.424
15,50240.71,997590.7,4351.541,70,3063.506,28835.01,1737.095
16,48001.08,949574.5,4320.655,71,2848.910,25946.16,1655.386
17,45854.75,903702.0,4284.460,72,2642.516,23263.09,1572.414
18,43799.03,859883.4,4244.393,73,2444.151,20777.86,1488.370
19,41832.46,818030.8,4203.041,74,2254.107,18482.48,1403.913
20,39952.52,778058.1,4161.843,75,2072.587,16368.70,1319.627
21,38155.85,739882.4,4121.263,76,1899.691,14428.13,1235.997
22,36438.09,703424.4,4080.566,77,1735.235,12652.44,1153.223
23,34796.55,668608.3,4040.568,78,1578.964,11033.49,1071.423
24,33228.24,635361.1,4001.633,79,1430.446,9563.509,990.5249
25,31730.25,603612.5,3964.079,80,1289.254,8235.112,910.4392
26,30299.13,573295.5,3927.540,81,1155.201,7041.233,831.3045
27,28932.52,544345.9,3892.609,82,1028.368,5974.849,753.5250
28,27626.37,516702.6,3858.052,83,909.0446,5028.755,677.7219
29,26378.07,490307.9,3823.904,84,797.7470,4195.348,604.7610
30,25184.57,465106.6,3789.666,85,694.7428,3466.644,535.2771
31,24043.29,441046.4,3755.157,86,599.7362,2834.681,469.3409
32,22952.03,418077.4,3720.467,87,512.4218,2291.790,406.9995
33,21908.89,396151.6,3685.912,88,432.9456,1830.373,348.7484
34,20911.37,375223.3,3651.102,89,361.3868,1442.727,295.0213
35,19957.98,355248.4,3616.552,90,297.6945,1121.133,246.1224
36,19046.21,336185.1,3581.697,91,241.5267,858.0680,202.0556
37,18174.34,317993.7,3546.631,92,192.5965,646.3172,162.8659
38,17340.87,300635.7,3511.626,93,150.8294,478.8392,128.8028
39,16543.82,284074.6,3476.389,94,115.9961,348.7429,99.95393
40,15781.86,268275.6,3441.179,95,87.61690,249.4870,76.14050
41,15053.49,253204.9,3406.060,96,64.90959,175.1503,56.85267
42,14357.00,238830.7,3370.784,97,47.08944,120.5781,41.54285
43,13690.77,225122.5,3335.137,98,33.45317,81.34219,29.71143
44,13053.30,212051.5,3298.936,99,23.29035,53.70601,20.81987
45,12442.65,199590.5,3261.488,100,15.86140,34.64226,14.26786
46,11857.69,187714.0,3222.843,101,10.55294,21.78386,9.550884
47,11296.72,176397.5,3182.438,102,6.841281,13.31879,6.228617
48,10758.93,165618.1,3140.502,103,4.311617,7.892768,3.948550
49,10243.17,155353.6,3096.910,104,2.642550,4.510491,2.435067
50,9748.700,145582.9,3051.888,105,1.556722,2.468960,1.443150
51,9274.375,136285.7,3005.233,106,.8929574,1.278351,.8341533
52,8818.864,127443.0,2956.485,107,.4878216,.6075959,.4598722
53,8381.330,119036.8,2905.636,108,.2565027,.2461603,.2451794
54,7960.903,111050.0,2852.603,109,.1263267,.06038563,.1235490
Age,,o,_,Age,,o,_
x,Dx,Nx,Mx,x,Dx,Nx,Mx
0,100000.0,1976887,5109.427,55,6803.282,91159.19,2427.642
1,94526.72,1881914,4194.862,56,6441.505,84692.59,2376.261
2,90131.69,1791749,4127.733,57,6094.589,78572.06,2323.130
3,85961.82,1705767,4085.030,58,5761.587,72783.54,2267.977
4,81993.97,1623757,4053.621,59,5441.649,67313.87,2210.584
5,78214.79,1545531,4029.320,60,5134.251,62150.54,2151.025
6,74612.05,1470908,4008.452,61,4839.128,57281.43,2089.619
7,71177.42,1399722,3990.751,62,4556.169,52694.60,2026.829
8,67901.58,1331813,3974.565,63,4284.964,48378.37,1962.802
9,64778.47,1267028,3961.135,64,4024.914,44321.56,1897.479
10,61800.88,1205222,3950.243,65,3775.614,40513.47,1830.967
11,58960.75,1146256,3940.460,66,3536.855,36943.70,1763.558
12,56251.14,1090000,3931.126,67,3308.502,33602.02,1695.605
13,53663.34,1036331,3919.436,68,3089.977,30478.55,1627.006
14,51188.87,985134.1,3902.438,69,2880.710,27563.97,1557.639
15,48821.58,936301.1,3879.123,70,2680.074,24849.54,1487.296
16,46556.19,889730.3,3849.137,71,2487.581,22327.09,1415.881
17,44389.60,845323.6,3814.064,72,2302.961,19988.79,1343.499
18,42318.64,802986.0,3775.314,73,2126.021,17827.04,1270.323
19,40341.40,762625.1,3735.396,74,1956.970,15834.23,1196.927
20,38454.94,724150.8,3695.704,75,1795.945,14002.59,1123.820
21,36655.54,687476.2,3656.682,76,1642.984,12324.25,1051.420
22,34938.52,652518.6,3617.621,77,1497.888,10791.44,979.8986
23,33300.86,619199.1,3579.305,78,1360.390,9396.606,909.3532
24,31739.28,587441.6,3542.079,79,1230.080,8132.525,839.7186
25,30250.57,557173.5,3506.241,80,1106.549,6992.381,770.9150
26,28831.06,528325.5,3471.439,81,989.6012,5969.646,703.0581
27,27478.13,500831.1,3438.231,82,879.2685,5057.874,636.4906
28,26187.56,474627.6,3405.441,83,775.7621,4250.495,571.7384
29,24956.55,449655.2,3373.102,84,679.4835,3540.637,509.5329
30,23781.90,425857.5,3340.739,85,590.6201,2921.146,450.4050
31,22660.86,403180.8,3308.183,86,508.8793,2384.922,394.4031
